"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"consent";"mood_1_1";"mood_1_2";"mood_1_3";"mood_1_4";"mood_1_5";"mood_2_1";"mood_2_2";"mood_2_3";"mood_2_4";"mood_2_5";"mood_3_1";"mood_3_2";"mood_3_3";"mood_3_4";"mood_3_5";"mood_4_1";"mood_4_2";"mood_4_3";"mood_4_4";"mood_4_5";"NS_1";"NS_2";"NS_3";"NS_4";"NS_5";"perception";"gender";"age";"german";"data_use";"data_use_not";"careful";"comments";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts5996095";"rts5996099";"rts5996101";"rts5996105";"rts5996106";"rts5996111";"rts5996113";"rts5996117";"rts5996121";"rts5996122";"rts5996123";"rts5996127";"rts5996128";"rts5996129";"rts5996131";"rts5996132";"rts5996133";"rts5996141";"rts5996145";"rts5996699"
"227";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"1";"0";"-77";"-77";"89c1cdafdf6e6d1b8f7f7975e8d33875";"1";"0";"1543330458";"2018-11-27 14:54:18";"2018-11-27 14:54:18";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"228";"0";"1";"31";"5996094";"-77";"1";"1";"1";"7";"7";"6";"1";"4";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"4";"3";"2";"1";"3";"1";"27";"3";"1";"Testtext";"1";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996131,5996132,5996133,5996126,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"5723c1947f8b18ccb9c08d2a64635172";"1";"0";"1543330459";"2018-11-27 14:54:19";"2018-11-27 14:54:20";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1"
"229";"0";"1";"31";"5996094";"-77";"1";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"7";"6";"4";"1";"-77";"-77";"-77";"-77";"-77";"6";"2";"6";"2";"5";"3";"1";"64";"1";"2";"Testtext";"6";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996111,5996113,5996117,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"0";"0";"-77";"-77";"e2b679626fd382b0caf3d2929bb447ff";"1";"0";"1543330460";"2018-11-27 14:54:20";"2018-11-27 14:54:21";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"230";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"ba07715d5d61faaab425f90d18542725";"1";"0";"1543330461";"2018-11-27 14:54:21";"2018-11-27 14:54:21";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231";"0";"1";"31";"5996701";"-77";"1";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"1";"0";"-77";"-77";"392e64309e9f8bf6f7e781e2c21b8090";"1";"0";"1543330461";"2018-11-27 14:54:21";"2018-11-27 14:54:22";"0000-00-00 00:00:00";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232";"0";"1";"31";"5996094";"-77";"0";"1";"1";"1";"3";"4";"5";"6";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"2";"6";"7";"5";"2";"2";"63";"2";"1";"Testtext";"1";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996131,5996132,5996133,5996126,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"0";"0";"-77";"-77";"ec2b5048db245d71f105cf947f93d292";"1";"0";"1543330462";"2018-11-27 14:54:22";"2018-11-27 14:54:22";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"233";"0";"1";"31";"5996094";"-77";"0";"2";"1";"-77";"-77";"-77";"-77";"-77";"3";"5";"7";"4";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"2";"6";"5";"5";"2";"3";"37";"2";"2";"Testtext";"1";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996127,5996128,5996129,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"0";"0";"-77";"-77";"def280d9ca9d8ad2a9b8c8a80c5a5689";"1";"0";"1543330463";"2018-11-27 14:54:23";"2018-11-27 14:54:23";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"234";"0";"1";"31";"5996094";"-77";"0";"4";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"6";"3";"2";"2";"5";"1";"7";"2";"2";"1";"1";"45";"3";"1";"Testtext";"6";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996120,5996121,5996122,5996123,5996141,5996145,5996699,5996105,5996106,5996094";"0";"1";"0";"-77";"-77";"8ca17d307a411c3755596d5bb67fc524";"1";"0";"1543330464";"2018-11-27 14:54:24";"2018-11-27 14:54:24";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"235";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"0";"0";"-77";"-77";"08ee92cb80edcb376c6e2e826eb576ad";"1";"0";"1543330465";"2018-11-27 14:54:25";"2018-11-27 14:54:25";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"236";"0";"1";"31";"5996094";"-77";"0";"4";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"7";"1";"4";"6";"1";"2";"1";"4";"1";"3";"53";"4";"1";"Testtext";"2";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996120,5996121,5996122,5996123,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"ac285768a24dcfd66c5c8e726d446136";"1";"0";"1543330465";"2018-11-27 14:54:25";"2018-11-27 14:54:25";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"237";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"1";"0";"-77";"-77";"9bbb0331f82155066021324a6a52eecb";"1";"0";"1543330467";"2018-11-27 14:54:27";"2018-11-27 14:54:27";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"238";"0";"1";"31";"5996094";"-77";"0";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"2";"4";"7";"2";"-77";"-77";"-77";"-77";"-77";"7";"4";"7";"2";"1";"7";"1";"6";"1";"1";"Testtext";"3";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996111,5996113,5996117,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"0";"0";"-77";"-77";"4289ce248c48b1485f983a5289f55659";"1";"0";"1543330467";"2018-11-27 14:54:27";"2018-11-27 14:54:27";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"239";"0";"1";"31";"5996094";"-77";"0";"2";"1";"-77";"-77";"-77";"-77";"-77";"5";"6";"4";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"4";"2";"7";"2";"1";"2";"31";"2";"2";"Testtext";"7";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996127,5996128,5996129,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"ba87206fc3896ed2fd8a815cdf5a256b";"1";"0";"1543330468";"2018-11-27 14:54:28";"2018-11-27 14:54:28";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"240";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"d432fd5e3b018bdcd75d522f36a920de";"1";"0";"1543330469";"2018-11-27 14:54:29";"2018-11-27 14:54:29";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"241";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"1";"0";"-77";"-77";"7066cb7d63e42888e807942983738834";"1";"0";"1543330470";"2018-11-27 14:54:30";"2018-11-27 14:54:30";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"242";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"0";"0";"-77";"-77";"cf2f3b6f14b10d65aadbe58712cb9bbd";"1";"0";"1543330469";"2018-11-27 14:54:29";"2018-11-27 14:54:29";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"243";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"0";"0";"-77";"-77";"96d7b1119c7d398bce0a2432c60e97e3";"1";"0";"1543330470";"2018-11-27 14:54:30";"2018-11-27 14:54:30";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"244";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"2d01ff4bb695841e83a8d003a893650d";"1";"0";"1543330470";"2018-11-27 14:54:30";"2018-11-27 14:54:30";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"245";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"1";"0";"-77";"-77";"67cab0da6f12f6f722bcebe59843e6ba";"1";"0";"1543330471";"2018-11-27 14:54:31";"2018-11-27 14:54:31";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"246";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"c51507e9d0b55ceddc24f0768871ac2f";"1";"0";"1543330471";"2018-11-27 14:54:31";"2018-11-27 14:54:31";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"247";"0";"1";"31";"5996094";"-77";"1";"1";"1";"7";"6";"5";"4";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"1";"1";"2";"7";"5";"1";"94";"1";"1";"Testtext";"3";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996131,5996132,5996133,5996126,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"0";"0";"-77";"-77";"e250af1a047141e4b08dbeb05f7d2412";"1";"0";"1543330471";"2018-11-27 14:54:31";"2018-11-27 14:54:32";"0000-00-00 00:00:00";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1"
"248";"0";"1";"31";"5996094";"-77";"1";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"3";"4";"1";"4";"-77";"-77";"-77";"-77";"-77";"3";"5";"1";"4";"3";"6";"3";"68";"2";"1";"Testtext";"2";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996111,5996113,5996117,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"1";"0";"-77";"-77";"91ba919cd96aca14d70147532c9fd464";"1";"0";"1543330472";"2018-11-27 14:54:32";"2018-11-27 14:54:33";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"249";"0";"1";"31";"5996701";"-77";"1";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"1";"0";"-77";"-77";"c4f330518ea2911e9f267b1f673add3c";"1";"0";"1543330473";"2018-11-27 14:54:33";"2018-11-27 14:54:34";"0000-00-00 00:00:00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"250";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"0";"0";"-77";"-77";"0bcf2adec4423503020b1303188cdf82";"1";"0";"1543330474";"2018-11-27 14:54:34";"2018-11-27 14:54:34";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"251";"0";"1";"31";"5996094";"-77";"1";"1";"1";"7";"2";"1";"5";"5";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"6";"5";"5";"4";"6";"1";"21";"4";"1";"Testtext";"3";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996131,5996132,5996133,5996126,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"0";"0";"-77";"-77";"ebcb3301e00166214dcec11ffb4ccc0c";"1";"0";"1543330474";"2018-11-27 14:54:34";"2018-11-27 14:54:35";"0000-00-00 00:00:00";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"252";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"2116b656c5dc534fbc5c42af25357753";"1";"0";"1543330475";"2018-11-27 14:54:35";"2018-11-27 14:54:35";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"253";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"1";"0";"-77";"-77";"af0fdd5de8425fc42c20faef579e873d";"1";"0";"1543330476";"2018-11-27 14:54:36";"2018-11-27 14:54:36";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
